,0,1,2,3
0,-0.032071979618620475,-0.032071979618620475,-0.032071979618620475,-0.032071979618620475
1,-0.030786478939713292,-0.030786478939713292,-0.030786478939713292,-0.030786478939713292
2,-0.029546501789275377,-0.029546501789275377,-0.029546501789275377,-0.029546501789275377
3,-0.028350743468773577,-0.028350743468773577,-0.028350743468773577,-0.028350743468773577
4,-0.02719792099450901,-0.02719792099450901,-0.02719792099450901,-0.02719792099450901
5,-0.026086773595309712,-0.026086773595309712,-0.026086773595309712,-0.026086773595309712
6,-0.025016063148220816,-0.025016063148220816,-0.025016063148220816,-0.025016063148220816
7,-0.023984574554916496,-0.023984574554916496,-0.023984574554916496,-0.023984574554916496
8,-0.022991116061523688,-0.022991116061523688,-0.022991116061523688,-0.022991116061523688
9,-0.022034519524509445,-0.022034519524509445,-0.022034519524509445,-0.022034519524509445
10,-0.021113640625241053,-0.021113640625241053,-0.021113640625241053,-0.021113640625241053
11,-0.020227359035782023,-0.020227359035782023,-0.020227359035782023,-0.020227359035782023
12,-0.0193745785384375,-0.0193745785384375,-0.0193745785384375,-0.0193745785384375
13,-0.018554227101510154,-0.018554227101510154,-0.018554227101510154,-0.018554227101510154
14,-0.01776525691367245,-0.01776525691367245,-0.01776525691367245,-0.01776525691367245
15,-0.017006644379303746,-0.017006644379303746,-0.017006644379303746,-0.017006644379303746
16,-0.016277390077080928,-0.016277390077080928,-0.016277390077080928,-0.016277390077080928
17,-0.015576518684050269,-0.015576518684050269,-0.015576518684050269,-0.015576518684050269
18,-0.014903078867345052,-0.014903078867345052,-0.014903078867345052,-0.014903078867345052
19,-0.014256143145649748,-0.014256143145649748,-0.014256143145649748,-0.014256143145649748
20,-0.013634807722446365,-0.013634807722446365,-0.013634807722446365,-0.013634807722446365
21,-0.013038192293012903,-0.013038192293012903,-0.013038192293012903,-0.013038192293012903
22,-0.012465439827077634,-0.012465439827077634,-0.012465439827077634,-0.012465439827077634
23,-0.011915716328966269,-0.011915716328966269,-0.011915716328966269,-0.011915716328966269
24,-0.011388210577012477,-0.011388210577012477,-0.011388210577012477,-0.011388210577012477
25,-0.010882133843935627,-0.010882133843935627,-0.010882133843935627,-0.010882133843935627
26,-0.010396719599823204,-0.010396719599823204,-0.010396719599823204,-0.010396719599823204
27,-0.00993122319928952,-0.00993122319928952,-0.00993122319928952,-0.00993122319928952
28,-0.0094849215543168,-0.0094849215543168,-0.0094849215543168,-0.0094849215543168
29,-0.009057112794220175,-0.009057112794220175,-0.009057112794220175,-0.009057112794220175
30,-0.008647115914114137,-0.008647115914114137,-0.008647115914114137,-0.008647115914114137
31,-0.00825427041319501,-0.00825427041319501,-0.00825427041319501,-0.00825427041319501
32,-0.007877935924092184,-0.007877935924092184,-0.007877935924092184,-0.007877935924092184
33,-0.007517491834479912,-0.007517491834479912,-0.007517491834479912,-0.007517491834479912
34,-0.007172336902081936,-0.007172336902081936,-0.007172336902081936,-0.007172336902081936
35,-0.0068418888641429,-0.0068418888641429,-0.0068418888641429,-0.0068418888641429
36,-0.006525584042383438,-0.006525584042383438,-0.006525584042383438,-0.006525584042383438
37,-0.006222876944400344,-0.006222876944400344,-0.006222876944400344,-0.006222876944400344
38,-0.005933239862419044,-0.005933239862419044,-0.005933239862419044,-0.005933239862419044
39,-0.0056561624702529765,-0.0056561624702529765,-0.0056561624702529765,-0.0056561624702529765
40,-0.005391151419273359,-0.005391151419273359,-0.005391151419273359,-0.005391151419273359
41,-0.0051377299341433,-0.0051377299341433,-0.0051377299341433,-0.0051377299341433
42,-0.004895437409022168,-0.004895437409022168,-0.004895437409022168,-0.004895437409022168
43,-0.0046638290048998205,-0.0046638290048998205,-0.0046638290048998205,-0.0046638290048998205
44,-0.004442475248675427,-0.004442475248675427,-0.004442475248675427,-0.004442475248675427
45,-0.004230961634552456,-0.004230961634552456,-0.004230961634552456,-0.004230961634552456
46,-0.004028888228279827,-0.004028888228279827,-0.004028888228279827,-0.004028888228279827
47,-0.0038358692747292016,-0.0038358692747292016,-0.0038358692747292016,-0.0038358692747292016
48,-0.0036515328092599888,-0.0036515328092599888,-0.0036515328092599888,-0.0036515328092599888
